day,hedge_stock,action,stocks,new_allocation$,new_quantity,target_price,signal
29,VTR,short to hedge,VICI,-71.28195396263476,-3.3278223138484946,21.42,-99.0
29,VTR,short to hedge,VIRT,-0.0,-0.0,25.63,-99.0
29,VTR,short to hedge,VNO,-223.1221025031457,-3.201637286599881,69.69,-99.0
29,VTR,short to hedge,VOYA,-84.65766204434689,-1.9297392761419399,43.87,-99.0
29,VTR,short to hedge,VRSK,-72.65308737541027,-0.6047368684485622,120.14,-99.0
29,VTR,short to hedge,VTR,-245.61833708498258,-4.002906406208973,61.36,-99.0
29,VTR,short to hedge,WAL,-119.89819342455006,-2.57568621749839,46.55,-99.0
29,VTR,short to hedge,WBS,-143.64126247664387,-2.4487088727692443,58.66,-99.0
29,VTR,short to hedge,WELL,-146.2870742473408,-2.1045471766269714,69.51,-99.0
29,VTR,short to hedge,WFC,-135.63911862968317,-2.5870516618287844,52.43,-99.0
29,VTR,short to hedge,WLTW,-15.056807046766531,-0.09606844284289244,156.73,-99.0
29,VTR,short to hedge,WPC,-9.8136370563908,-0.14387387562514,68.21,-99.0
29,VTR,short to hedge,WRB,-55.9749690027674,-0.7178118620513901,77.98,-99.0
29,VTR,short to hedge,WRI,-204.69815535289877,-7.243388370590897,28.26,-99.0
29,VTR,short to hedge,WTFC,-199.49062229430797,-2.6203943556325755,76.13,-99.0
29,VTR,short to hedge,WTM,-24.2804799222863,-0.026694166452963235,909.58,-99.0
29,VTR,short to hedge,WU,-86.47062811769916,-4.691840917943525,18.43,-99.0
29,VTR,short to hedge,WY,-498.90692973936086,-18.70667153128462,26.67,-99.0
29,VTR,short to hedge,Y,-99.10516333535271,-0.15975942762896592,620.34,-99.0
29,VTR,short to hedge,ZION,-239.98779101639857,-5.0942006159286475,47.11,-99.0
